年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2020,不法滞在,不法残留,短期滞在,窃盗犯,侵入盗,,7
2020,不法滞在,不法残留,技能実習,窃盗犯,侵入盗,,10
2020,不法滞在,不法残留,留学,窃盗犯,侵入盗,,2
2020,不法滞在,不法残留,その他,窃盗犯,侵入盗,,6
2020,正規滞在,正規滞在,短期滞在,知能犯,,,39
2020,正規滞在,正規滞在,技能実習,知能犯,,,21
2020,正規滞在,正規滞在,留学,知能犯,,,106
2020,正規滞在,正規滞在,日本人の配偶者等,知能犯,,,51
2020,正規滞在,正規滞在,定住者,知能犯,,,59
2020,正規滞在,正規滞在,その他,知能犯,,,117
2020,不法滞在,不法入国・上陸,,知能犯,,,1
2020,不法滞在,不法在留,,知能犯,,,3
2020,不法滞在,不法残留,短期滞在,知能犯,,,7
2020,不法滞在,不法残留,技能実習,知能犯,,,11
2020,不法滞在,不法残留,留学,知能犯,,,8
2020,不法滞在,不法残留,その他,知能犯,,,5
2020,正規滞在,正規滞在,短期滞在,風俗犯,,,11
2020,正規滞在,正規滞在,技能実習,風俗犯,,,15
2020,正規滞在,正規滞在,留学,風俗犯,,,25
2020,正規滞在,正規滞在,研修,風俗犯,,,1
2020,正規滞在,正規滞在,日本人の配偶者等,風俗犯,,,17
2020,正規滞在,正規滞在,定住者,風俗犯,,,22
2020,正規滞在,正規滞在,その他,風俗犯,,,83
2020,不法滞在,不法残留,留学,風俗犯,,,3
2020,正規滞在,正規滞在,短期滞在,その他の刑法犯,,,65
2020,正規滞在,正規滞在,技能実習,その他の刑法犯,,,131
2020,正規滞在,正規滞在,興行,その他の刑法犯,,,2
2020,正規滞在,正規滞在,留学,その他の刑法犯,,,276
2020,正規滞在,正規滞在,研修,その他の刑法犯,,,3
2020,正規滞在,正規滞在,日本人の配偶者等,その他の刑法犯,,,71
2020,正規滞在,正規滞在,定住者,その他の刑法犯,,,133
2020,正規滞在,正規滞在,その他,その他の刑法犯,,,323
2020,不法滞在,不法入国・上陸,,その他の刑法犯,,,1
2020,不法滞在,不法在留,,その他の刑法犯,,,5
2020,不法滞在,不法残留,短期滞在,その他の刑法犯,,,15
2020,不法滞在,不法残留,技能実習,その他の刑法犯,,,29
2020,不法滞在,不法残留,興行,その他の刑法犯,,,1
2020,不法滞在,不法残留,留学,その他の刑法犯,,,15
2020,不法滞在,不法残留,その他,その他の刑法犯,,,12
2020,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,その他,2
2020,正規滞在,正規滞在,技能実習,凶悪犯,強盗,その他,7
2020,正規滞在,正規滞在,留学,凶悪犯,強盗,その他,4
2020,正規滞在,正規滞在,研修,凶悪犯,強盗,その他,1
2020,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,その他,4
2020,正規滞在,正規滞在,定住者,凶悪犯,強盗,その他,17
2020,正規滞在,正規滞在,その他,凶悪犯,強盗,その他,14
2020,不法滞在,不法在留,,凶悪犯,強盗,その他,1
2020,不法滞在,不法残留,短期滞在,凶悪犯,強盗,その他,1
2020,不法滞在,不法残留,技能実習,凶悪犯,強盗,その他,3
2020,不法滞在,不法残留,興行,凶悪犯,強盗,その他,1
2020,不法滞在,不法残留,留学,凶悪犯,強盗,その他,3
2020,不法滞在,不法残留,その他,凶悪犯,強盗,その他,3
2020,正規滞在,正規滞在,短期滞在,窃盗犯,その他,,155
2020,正規滞在,正規滞在,技能実習,窃盗犯,その他,,547
2020,正規滞在,正規滞在,興行,窃盗犯,その他,,1
2020,正規滞在,正規滞在,留学,窃盗犯,その他,,285
2020,正規滞在,正規滞在,研修,窃盗犯,その他,,10
2020,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,その他,,222
2020,正規滞在,正規滞在,定住者,窃盗犯,その他,,327
2020,正規滞在,正規滞在,その他,窃盗犯,その他,,560
2020,不法滞在,不法入国・上陸,,窃盗犯,その他,,2
2020,不法滞在,不法在留,,窃盗犯,その他,,16
2020,不法滞在,不法残留,短期滞在,窃盗犯,その他,,30
2020,不法滞在,不法残留,技能実習,窃盗犯,その他,,118
2020,不法滞在,不法残留,興行,窃盗犯,その他,,1
2020,不法滞在,不法残留,留学,窃盗犯,その他,,41
2020,不法滞在,不法残留,研修,窃盗犯,その他,,2
2020,不法滞在,不法残留,その他,窃盗犯,その他,,32
