年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2019,正規滞在,正規滞在,定住者,風俗犯,,,22
2019,正規滞在,正規滞在,その他,風俗犯,,,55
2019,不法滞在,不法残留,短期滞在,風俗犯,,,1
2019,不法滞在,不法残留,技能実習,風俗犯,,,1
2019,不法滞在,不法残留,留学,風俗犯,,,3
2019,不法滞在,不法残留,その他,風俗犯,,,3
2019,正規滞在,正規滞在,短期滞在,その他の刑法犯,,,125
2019,正規滞在,正規滞在,技能実習,その他の刑法犯,,,71
2019,正規滞在,正規滞在,興行,その他の刑法犯,,,5
2019,正規滞在,正規滞在,留学,その他の刑法犯,,,287
2019,正規滞在,正規滞在,研修,その他の刑法犯,,,2
2019,正規滞在,正規滞在,日本人の配偶者等,その他の刑法犯,,,70
2019,正規滞在,正規滞在,定住者,その他の刑法犯,,,109
2019,正規滞在,正規滞在,その他,その他の刑法犯,,,236
2019,不法滞在,不法入国・上陸,,その他の刑法犯,,,1
2019,不法滞在,不法在留,,その他の刑法犯,,,3
2019,不法滞在,不法残留,短期滞在,その他の刑法犯,,,1
2019,不法滞在,不法残留,技能実習,その他の刑法犯,,,9
2019,不法滞在,不法残留,留学,その他の刑法犯,,,8
2019,不法滞在,不法残留,研修,その他の刑法犯,,,1
2019,不法滞在,不法残留,その他,その他の刑法犯,,,3
2019,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,その他,7
2019,正規滞在,正規滞在,技能実習,凶悪犯,強盗,その他,7
2019,正規滞在,正規滞在,留学,凶悪犯,強盗,その他,8
2019,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,その他,8
2019,正規滞在,正規滞在,定住者,凶悪犯,強盗,その他,8
2019,正規滞在,正規滞在,その他,凶悪犯,強盗,その他,17
2019,不法滞在,不法残留,技能実習,凶悪犯,強盗,その他,1
2019,正規滞在,正規滞在,短期滞在,窃盗犯,その他,,300
2019,正規滞在,正規滞在,技能実習,窃盗犯,その他,,397
2019,正規滞在,正規滞在,興行,窃盗犯,その他,,3
2019,正規滞在,正規滞在,留学,窃盗犯,その他,,399
2019,正規滞在,正規滞在,研修,窃盗犯,その他,,13
2019,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,その他,,218
2019,正規滞在,正規滞在,定住者,窃盗犯,その他,,336
2019,正規滞在,正規滞在,その他,窃盗犯,その他,,525
2019,不法滞在,不法入国・上陸,,窃盗犯,その他,,2
2019,不法滞在,不法在留,,窃盗犯,その他,,18
2019,不法滞在,不法残留,短期滞在,窃盗犯,その他,,15
2019,不法滞在,不法残留,技能実習,窃盗犯,その他,,90
2019,不法滞在,不法残留,留学,窃盗犯,その他,,55
2019,不法滞在,不法残留,研修,窃盗犯,その他,,4
2019,不法滞在,不法残留,その他,窃盗犯,その他,,17
